ID_x,module-id,comment,exposure_time,current,voltage,iso,aperture,camera,filename,identifier,Crack,Contact,Corrosion,Interconnect,sinton_iv_id,Sample_ID,Batch_ID,Measurement_Date-Time,date_y,time_y,load_voltage,reference_constant,voltage_temperature_coefficient,temperature-offset,setpoint-initial,step-size-one,step-size-switch,step-size-two,setpoint-isc-voltage,pulse-wait-time,pulse-wait-time-voc,pulse-length,pulse-wait-time-voc-length,ID_y,User_ID,txt_filename,mfr_filename,Isc_(A),Voc_(V),Imp_(A),Vmp_(V),Pmp_(W),FF_(percent),Efficiency_(percent),Rsh_(ohm),Rs_(ohm),Jsc_(A/cm2),Voc_(V/cell),Jmp_(A/cm2),Vmp_(V/cell),Pmp_(W/cm2),Cell_Efficiency_(percent),Rsh_(ohm-cm2),Rs_(ohm-cm2),ILoad_(A),VLoad_(V),FFLoad_(percent),PLoad_(W),EffLoad_(percent),RsLoad_(ohm),JLoad_(A/cm2),VLoad_(V/cell),PLoad_(W/cm2),Cell_EffLoad_(percent),RsLoad_(ohm-cm2),Rs_Modulation_(ohm-cm2),Measured_Temperature_(C),Total_Test_Time_(s),pJmp_(A/cm2),pVmp_(V/cell),pPmp_(W/cm2),pFF_(percent),pEfficiency_(percent),n_at_1_sun,Jo1_(A/cm2),Jo2_(A/cm2),Jo_at_Vmp_(fA/cm2),Jo_at_Voc_(fA/cm2),Lifetime_at_Vmp_(us),Doping_(cm-3),Measured_Resistivity_(Ohm-cm),Measured_Thickness_(cm),Max_Intensity_(suns),Intensity_@_flash_cutoff_(suns),V_at_Isc_(V),dV/dt,V_Pad_0_(V),Capacitance_(uF/cm2),Pmp_Error_due_to_Capacitance_(percent),Pm/Pe,Total_IV_Curve_Loss_(percent),BulkSRH_AND_Jo_Power_Loss_(percent),Rs_Power_Loss_(percent),Rsh_Power_Loss_(percent),Richter_Limit_Efficiency_(percent),Delta_Power_per_(fA/cm2)_at_pVmp_(percent),Dark_Break_Interpolated,Calibration,Resistivity_(ohm-cm),Analysis_Resistivity_(ohm-cm),Sample_Type,Thickness_(cm),Cell_Area_(cm2),Total_Area_(cm2),Number_of_Cells_per_String,Number_of_Strings,Temperature_(C),Intensity_(suns),Analysis_Type,Nominal_Load_Voltage_(mV/cell),Rs_Modulation_Target_(ohm-cm2),Reference_Constant_(V/sun),Voltage_Temperature_Coefficient_(mV/C),Temperature_Offset_(C),Power_per_Sun_(W/m2),Conductivity_Modulation_(ohm-cm2/V),Auger_Coefficient,Band_Gap_Narrowing,Fit_Method,Carrier_Density_Center_Point_(cm-3),Percent_Fit,Lower_Bound_(cm-3),Upper_Bound_(cm-3),Rsh_Lifetime_Correction,Rsh_Measurement_Method,SunsVoc_Rsh_Voltage_(V),Do_Dark_Break_Measurement,Temperature_Measurement_Method,Number_of_dRsh_Points,dRsh_Output_Vlimit_(V),Current_Transfer,Voltage_Transfer,Temperature_Transfer,Final_Bin,Bin_Index,Do_Doping_Measurement,Doping_Sample_Time_(us),Doping_Measurement_Length_(us),Measurement_Type,Comments,Measurement_Date-Time_String,Software_Version,Recipe_Filename,Forward_Dark_IV_Interpolated?,Doping_Calibration_Factor_(V/sun),Vmp_Correction_Factor_(percent),Flash_1/e_Decay_Time_(ms),Missed_Flashes,Auger_Method,Photon_Recycling,Photon_Recycling_Equation,module_id,identifier_defect,Measurement_DateTime,square,ring,crack,bright_crack,hotspot,gridline_darkening,near_busbar,shattered,serial_number,datetime
20488.0,F0201-0146,X,3.0,0.025,16.331,1000,9/5,DSLR-CMOS,20220129_141222_SHELL_M55_6320427792_X_3s_0.025A_16.331V.jpg,20220129_141222_SHELL_M55_6320427792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427792.0,2022-01-29 14:12:22
20489.0,F0201-0146,X,3.0,0.194,19.212,1000,9/5,DSLR-CMOS,20220129_141243_SHELL_M55_6320427792_X_3s_0.194A_19.212V.jpg,20220129_141243_SHELL_M55_6320427792,10.0778535,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427792.0,2022-01-29 14:12:43
20490.0,F0201-0146,X,3.0,0.296,19.742,1000,9/5,DSLR-CMOS,20220129_141305_SHELL_M55_6320427792_X_3s_0.296A_19.742V.jpg,20220129_141305_SHELL_M55_6320427792,12.1930943,0.0007251,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427792.0,2022-01-29 14:13:05
20491.0,F0201-0146,X,1.0,1.392,21.943,1000,9/5,DSLR-CMOS,20220129_141326_SHELL_M55_6320427792_X_1s_1.392A_21.943V.jpg,20220129_141326_SHELL_M55_6320427792,3.5366314,0.0,0.0003283,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427792.0,2022-01-29 14:13:26
20492.0,F0201-0146,X,1.0,2.394,22.966,1000,9/5,DSLR-CMOS,20220129_141342_SHELL_M55_6320427792_X_1s_2.394A_22.966V.jpg,20220129_141342_SHELL_M55_6320427792,4.4318274,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427792.0,2022-01-29 14:13:42
20493.0,F0201-0146,X,1.0,3.392,23.766,1000,9/5,DSLR-CMOS,20220129_141358_SHELL_M55_6320427792_X_1s_3.392A_23.766V.jpg,20220129_141358_SHELL_M55_6320427792,0.6358122,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427792.0,2022-01-29 14:13:58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220202_104919_SHELL_M55_6320427792,2022-02-02 10:49:19,0.9792152477777776,0.0025146525083333,0.0436909660083333,0.0080070634636111,0.0462595838949722,0.0010229920902777,0.0015147217427777,0.0002091198998611,6320427792.0,2022-02-02 10:49:19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220114_094014_SHELL_M55_6320427793,2022-01-14 09:40:14,0.9721271016666666,0.0044716161333333,0.0251176966333333,0.0080444666177777,0.0539340652127777,0.0010805123752777,0.0008221143675,0.0002990834094444,6320427793.0,2022-01-14 09:40:14
,,,,,,,,,,20220114_094100_SHELL_M55_6320427793,,,,,19662.0,20220114_094042_6320427793_01,20220114_SHELL_M55,2022-01-14 09:41:00,20220114.0,094042,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,23867.0,DJC,IVT20220114-SHELL_M55-20220114_094042_6320427793_X_01.txt,IVT20220114-SHELL_M55-20220114_094042_6320427793_X_01.mfr,3.018322,21.503043,2.719471,16.450658,44.737088,68.929032,10.581147,1315.621069,0.999549,0.028773,0.597307,0.025924,0.456963,0.011846,11.846491,3833.573616,2.912576,2.719471,16.450658,68.929032,44.737088,10.581147,0.999549,0.025924,0.456963,0.011846,11.846491,2.912576,6.48451,22.390247,47.567338,0.027089,0.5164,0.013989,81.393033,13.988617,0.972825,2.07e-12,2.39e-08,,,0.0,4120000000000000.0,3.423143,,1.175593,0.540969,1.743514,1658.319383,16.450658,1.997189,,,,,14.180496,0.482726,,,0.0,1.0,3.423143,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.650286,0.247409,2.2,-0.6,1000.0,17.340389,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/14/2022 9:41,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0018,,,,,,,,,,,6320427793.0,2022-01-14 09:41:00
,,,,,,,,,,20220114_094300_SHELL_M55_6320427793,,,,,19663.0,20220114_094239_6320427793_02,20220114_SHELL_M55,2022-01-14 09:43:00,20220114.0,094239,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,23868.0,DJC,IVT20220114-SHELL_M55-20220114_094239_6320427793_X_02.txt,IVT20220114-SHELL_M55-20220114_094239_6320427793_X_02.mfr,3.021982,21.496095,2.724979,16.420103,44.744441,68.87913,10.582886,1286.212956,1.004963,0.028808,0.597114,0.025977,0.456114,0.011848,11.848438,3747.881641,2.928351,2.724979,16.420103,68.87913,44.744441,10.582886,1.004963,0.025977,0.456114,0.011848,11.848438,2.928351,6.577832,22.370039,47.723725,0.027121,0.516385,0.014005,81.415034,14.004837,0.977716,2.07e-12,2.38e-08,,,17.105264,5420000000000000.0,2.629561,,1.168496,0.546305,1.767223,1608.372367,16.420103,1.506554,,,,7.887043,14.293855,0.4929,,,0.0,1.0,2.629561,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.719659,0.247409,2.2,-0.6,1000.0,17.702845,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/14/2022 9:43,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0018,,,,,,,,,,,6320427793.0,2022-01-14 09:43:00
,,,,,,,,,,20220114_094400_SHELL_M55_6320427793,,,,,19664.0,20220114_094358_6320427793_01,20220114_SHELL_M55,2022-01-14 09:44:00,20220114.0,094358,483.0,0.247409,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,23869.0,DJC,IVT20220114-SHELL_M55-20220114_094358_6320427793_X_01.txt,IVT20220114-SHELL_M55-20220114_094358_6320427793_X_01.mfr,3.024606,21.494702,2.726315,16.411614,44.743236,68.82197,10.582601,1296.343373,1.010793,0.028833,0.597075,0.02599,0.455878,0.011848,11.848119,3777.40055,2.945338,2.726315,16.411614,68.82197,44.743236,10.582601,1.010793,0.02599,0.455878,0.011848,11.848119,2.945338,6.613083,22.368076,47.836446,0.027142,0.516473,0.014018,81.425981,14.017976,0.975894,2.07e-12,2.4e-08,,,13.662591,5290000000000000.0,2.689881,,1.167302,0.545901,1.764126,1710.485794,16.411614,1.556851,,,,10.196679,14.377261,0.488847,,,0.0,1.0,2.689881,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.792819,0.247409,2.2,-0.6,1000.0,18.529545,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/14/2022 9:44,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0018,,,,,,,,,,,6320427793.0,2022-01-14 09:44:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220126_121256_SHELL_M55_6320427793,2022-01-26 12:12:56,0.9895512366666668,0.0039304473786111,0.0501655608055555,0.0083407604555555,0.0240632897759722,0.0010959889763888,0.0036052210538888,0.0002162144481666,6320427793.0,2022-01-26 12:12:56
20296.0,F0201-0018,X,3.0,0.025,16.16,1000,9/5,DSLR-CMOS,20220128_190510_SHELL_M55_6320427793_X_3s_0.025A_16.160V.jpg,20220128_190510_SHELL_M55_6320427793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427793.0,2022-01-28 19:05:10
20297.0,F0201-0018,X,3.0,0.194,19.077,1000,9/5,DSLR-CMOS,20220128_190544_SHELL_M55_6320427793_X_3s_0.194A_19.077V.jpg,20220128_190544_SHELL_M55_6320427793,14.6309365,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427793.0,2022-01-28 19:05:44
20298.0,F0201-0018,X,3.0,0.296,19.616,1000,9/5,DSLR-CMOS,20220128_190618_SHELL_M55_6320427793_X_3s_0.296A_19.616V.jpg,20220128_190618_SHELL_M55_6320427793,12.6490399,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427793.0,2022-01-28 19:06:18
20299.0,F0201-0018,X,1.0,1.392,21.869,1000,9/5,DSLR-CMOS,20220128_190652_SHELL_M55_6320427793_X_1s_1.392A_21.869V.jpg,20220128_190652_SHELL_M55_6320427793,6.6967767,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427793.0,2022-01-28 19:06:52
20300.0,F0201-0018,X,1.0,2.394,22.923,1000,9/5,DSLR-CMOS,20220128_190720_SHELL_M55_6320427793_X_1s_2.394A_22.923V.jpg,20220128_190720_SHELL_M55_6320427793,5.7007871,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427793.0,2022-01-28 19:07:20
20301.0,F0201-0018,X,1.0,3.392,23.744,1000,9/5,DSLR-CMOS,20220128_190748_SHELL_M55_6320427793_X_1s_3.392A_23.744V.jpg,20220128_190748_SHELL_M55_6320427793,1.6948479,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427793.0,2022-01-28 19:07:48
,,,,,,,,,,20220127_085100_SHELL_M55_6320427797,,,,,20012.0,20220127_085051_6320427797_01,20220127_SHELL_M55,2022-01-27 08:51:00,20220127.0,085051,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24220.0,DJC,IVT20220127-SHELL_M55-20220127_085051_6320427797_X_01.txt,IVT20220127-SHELL_M55-20220127_085051_6320427797_X_01.mfr,3.150691,21.587719,2.855665,16.48862,47.085969,69.227542,11.1367,1581.062948,0.955539,0.030035,0.599659,0.027223,0.458017,0.012468,12.46848,4607.041756,2.784335,2.855665,16.48862,69.227542,47.085969,11.1367,0.955539,0.027223,0.458017,0.012468,12.46848,2.784335,5.880013,21.676699,47.683813,0.028301,0.519166,0.014693,81.579067,14.693097,0.964976,1.94e-12,2.45e-08,,,0.0,4100000000000000.0,3.43526,,1.172869,0.541666,2.3044,1496.1185,16.48862,2.111126,,,,,14.199166,0.385778,,,0.0,0.0,3.43526,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.00476,0.247326,2.2,-0.6,1000.0,13.198266,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/27/2022 8:51,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0099,,,,,,,,,,,6320427797.0,2022-01-27 08:51:00
,,,,,,,,,,20220127_085200_SHELL_M55_6320427797,,,,,20013.0,20220127_085156_6320427797_02,20220127_SHELL_M55,2022-01-27 08:52:00,20220127.0,085156,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24221.0,DJC,IVT20220127-SHELL_M55-20220127_085156_6320427797_X_02.txt,IVT20220127-SHELL_M55-20220127_085156_6320427797_X_02.mfr,3.154377,21.582712,2.856153,16.483924,47.080604,69.154804,11.135431,1581.349783,0.962424,0.03007,0.59952,0.027227,0.457887,0.012467,12.46706,4607.877562,2.804397,2.856153,16.483924,69.154804,47.080604,11.135431,0.962424,0.027227,0.457887,0.012467,12.46706,2.804397,5.837742,21.733312,47.555671,0.028339,0.519201,0.014714,81.617563,14.713815,0.966057,1.93e-12,2.44e-08,,,0.0,4150000000000000.0,3.398727,,1.164107,0.542222,2.282965,1543.374758,16.483924,2.123071,,,,,14.292443,0.385567,,,0.0,0.0,3.398727,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.078235,0.247326,2.2,-0.6,1000.0,14.00285,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/27/2022 8:52,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0099,,,,,,,,,,,6320427797.0,2022-01-27 08:52:00
,,,,,,,,,,20220127_085400_SHELL_M55_6320427797,,,,,20014.0,20220127_085308_6320427797_01,20220127_SHELL_M55,2022-01-27 08:54:00,20220127.0,085308,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,3000.0,3000.0,15000.0,180000.0,24222.0,DJC,IVT20220127-SHELL_M55-20220127_085308_6320427797_X_01.txt,IVT20220127-SHELL_M55-20220127_085308_6320427797_X_01.mfr,3.156327,21.581385,2.851652,16.468295,46.961854,68.941998,11.107345,1569.912031,0.97767,0.030089,0.599483,0.027184,0.457453,0.012436,12.435614,4574.549225,2.848823,2.851652,16.468295,68.941998,46.961854,11.107345,0.97767,0.027184,0.457453,0.012436,12.435614,2.848823,5.758439,21.8207,89.873643,0.028363,0.519109,0.014723,81.625804,14.723493,0.966649,1.93e-12,2.45e-08,,,1.392272,,,,1.165174,0.105324,2.344451,1504.532521,16.468295,,,,,9.747018,14.478277,0.388611,,,0.0,0.0,0.305639,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,4.07818,0.247326,2.2,-0.6,1000.0,13.64978,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/27/2022 8:54,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0099,,,,,,,,,,,6320427797.0,2022-01-27 08:54:00
19792.0,F0201-0099,X,3.0,0.025,16.385,1000,9/5,DSLR-CMOS,20220128_094313_SHELL_M55_6320427797_X_3s_0.025A_16.385V.jpg,20220128_094313_SHELL_M55_6320427797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427797.0,2022-01-28 09:43:13
19793.0,F0201-0099,X,3.0,0.195,19.155,1000,9/5,DSLR-CMOS,20220128_094342_SHELL_M55_6320427797_X_3s_0.195A_19.155V.jpg,20220128_094342_SHELL_M55_6320427797,15.9552473,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427797.0,2022-01-28 09:43:42
19794.0,F0201-0099,X,3.0,0.296,19.691,1000,9/5,DSLR-CMOS,20220128_094411_SHELL_M55_6320427797_X_3s_0.296A_19.691V.jpg,20220128_094411_SHELL_M55_6320427797,11.2473801,0.0003251,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427797.0,2022-01-28 09:44:11
19795.0,F0201-0099,X,1.0,1.392,21.943,1000,9/5,DSLR-CMOS,20220128_094440_SHELL_M55_6320427797_X_1s_1.392A_21.943V.jpg,20220128_094440_SHELL_M55_6320427797,4.5097858,0.0,0.0004041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427797.0,2022-01-28 09:44:40
19796.0,F0201-0099,X,1.0,2.394,22.998,1000,9/5,DSLR-CMOS,20220128_094503_SHELL_M55_6320427797_X_1s_2.394A_22.998V.jpg,20220128_094503_SHELL_M55_6320427797,3.6906837,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427797.0,2022-01-28 09:45:03
19797.0,F0201-0099,X,1.0,3.393,23.821,1000,9/5,DSLR-CMOS,20220128_094526_SHELL_M55_6320427797_X_1s_3.393A_23.821V.jpg,20220128_094526_SHELL_M55_6320427797,1.110589,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320427797.0,2022-01-28 09:45:26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220131_170723_SHELL_M55_6320427797,2022-01-31 17:07:23,0.9608762763888888,0.0037829524769444,0.0528971076427777,0.0071138195544444,0.0565473705277777,0.0012475386186111,0.0021210034047222,0.0001995146949444,6320427797.0,2022-01-31 17:07:23
,,,,,,,,,,20220129_090000_SHELL_M55_6320427800,,,,,20066.0,20220129_085910_6320427800_01,20220129_SHELL_M55,2022-01-29 09:00:00,20220129.0,085910,483.0,0.247326411,2.2,-0.6,0.0,60.0,440.0,18.0,0.0,1500.0,3000.0,5000.0,180000.0,24274.0,DJC,IVT20220129-SHELL_M55-20220129_085910_6320427800_X_01.txt,IVT20220129-SHELL_M55-20220129_085910_6320427800_X_01.mfr,3.111512,21.547532,2.832081,16.442572,46.566691,69.455453,11.013881,1584.007654,0.959775,0.029662,0.598543,0.026998,0.456738,0.012331,12.330974,4615.622303,2.796678,2.832081,16.442572,69.455453,46.566691,11.013881,0.959775,0.026998,0.456738,0.012331,12.330974,2.796678,5.423755,19.977857,49.434059,0.027955,0.518818,0.014504,81.692688,14.503547,0.948434,1.99e-12,2.33e-08,,,0.0,4100000000000000.0,3.435049,,1.169288,0.544679,2.060582,1329.671461,16.442572,1.986795,,,,,14.186099,0.388762,,,0.0,0.0,3.435049,,p-type,0.018,104.9,4228.0,36.0,1.0,25.0,1.0,Generalized,483.0,3.39069,0.247326,2.2,-0.6,1000.0,11.133259,1.66e-30,OFF,Center Point,3000000000000000.0,30.0,2000000000000000.0,4000000000000000.0,OFF,SunsVoc Rsh (Module),0.45,0.0,Thermocouple,2.0,10.0,-0.05,3.0108,0.01,A,0.0,1.0,0.0,0.0,Full IV,,1/29/2022 9:00,,FSEC_Shell-M55.mfi,,,,,,Sinton,,,F0201-0154,,,,,,,,,,,6320427800.0,2022-01-29 09:00:00
